Handle,Command,Field: primary_track_size,Field: hero_image,Field: track_products [list.product_reference],Field: uc_products [list.product_reference]
bobcat-t64,MERGE,400x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t64-hero.webp,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi7229101, heavy-duty-rear-idler-rr7233630"
bobcat-t650,MERGE,320x86x52,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t650-hero.webp,"320x86x52-rubber-tracks, 400x86x52-rubber-track-c-block, 450x86x52-rubber-track-z-max, bs3208652bxd, bs3208652cxd, bs3208652mbxd, bs3208652vxd, bs4008652bxd, bs4008652xdmb, bs4508652bxd, bs4508652cxd, bs4508652vxd, sd4508652bbe, tnt3208652hdbl, tnt3208652hdmb, tnt3208652hdz, tnt3208652hdzb, tnt3208652sdc, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb, tnt3808652hdbl, tnt3808652hdmb, tnt4008652hdbd, tnt4008652hdbl, tnt4008652hdmb, tnt4008652hdtb, tnt4008652hdz, tnt4008652hdzb, tnt4508652hdbl, tnt4508652hdc, tnt4508652hdmb, tnt4508652hdz, tnt4508652sdc","heavy-duty-front-idler-fi6732902, heavy-duty-front-idler-fi7240006, heavy-duty-rear-idler-rr6697933, heavy-duty-rear-idler-rr6732903, heavy-duty-rear-idler-rr7233630, heavy-duty-sprocket-sp7165109, heavy-duty-sprocket-sp7166679, heavy-duty-sprocket-sp7196807, heavy-duty-sprocket-sp7270159, heavy-duty-track-roller-tr6689371, heavy-duty-track-roller-tr6693239, heavy-duty-track-roller-tr6732901b"
bobcat-t66,MERGE,400x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t66-hero.webp,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi7229101, heavy-duty-rear-idler-rr7233630"
bobcat-t730,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t730-hero.webp,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc",heavy-duty-track-roller-tr6732901b
bobcat-t740,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t740-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi7240006, heavy-duty-rear-idler-rr7233630, heavy-duty-sprocket-sp7165109, heavy-duty-sprocket-sp7196807, heavy-duty-sprocket-sp7227421, heavy-duty-track-roller-tr6689371, heavy-duty-track-roller-tr6732901b"
bobcat-t750,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t750-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi6698048, heavy-duty-front-idler-fi6732902, heavy-duty-front-idler-fi7240006, heavy-duty-rear-idler-rr6697933, heavy-duty-rear-idler-rr6732903, heavy-duty-rear-idler-rr7233630, heavy-duty-sprocket-sp7165109, heavy-duty-sprocket-sp7196807, heavy-duty-track-roller-tr6689371, heavy-duty-track-roller-tr6693239, heavy-duty-track-roller-tr6732901b"
bobcat-t76,MERGE,320x86Bx53,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t76-hero.webp,"400x86x53-rubber-track-c-block, 450x86x53-rubber-track-zig-zag, bs3208653bxd, bs3208653cxd, bs3208653mbxd, bs4008653bxd, bs4008653mbxd, bs4508653cxd, tnt3208653hdbd, tnt3208653hdbl, tnt3208653hdmb, tnt3208653hdxt, tnt3208653hdz, tnt3208653hdzb, tnt4008653hdbd, tnt4008653hdbl, tnt4008653hdmb, tnt4008653hdz, tnt4008653hdzb, tnt4508653hdc, tnt4508653hdmb, tnt4508653hdz, tnt4508653sdc, tnt4508653sdzb","heavy-duty-front-idler-fi7240006, heavy-duty-rear-idler-rr7233630"
bobcat-t770,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t770-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi6698048, heavy-duty-front-idler-fi6732902, heavy-duty-front-idler-fi7240006, heavy-duty-rear-idler-rr6697933, heavy-duty-rear-idler-rr6732903, heavy-duty-rear-idler-rr7233630, heavy-duty-sprocket-sp7165109, heavy-duty-sprocket-sp7196807, heavy-duty-sprocket-sp7227421, heavy-duty-sprocket-sp7270159, heavy-duty-track-roller-tr6689371, heavy-duty-track-roller-tr6693239, heavy-duty-track-roller-tr6732901b"
bobcat-t830,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t830-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4008658hdbl, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc",
bobcat-t86,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t86-hero.webp,"450x86x58-rubber-track-zig-zag, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc",heavy-duty-front-idler-fi7240006
bobcat-t864,MERGE,320x86x52,,"tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",
bobcat-t870,MERGE,450x86Bx58,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/bobcat-t870-hero.webp,"450x86x58-rubber-track-zig-zag, 450x86x60-rubber-track-c-block, bs4508658bxd, bs4508658cxd, bs4508658mbxd, bs4508658vxd, bs4508658xdzb, bs4508660bxd, bs4508660cxd, bs4508660mbxd, bs4508660vxd, bs4508660xdzb, sd4508660bbe, tnt4508658hdbd, tnt4508658hdbl, tnt4508658hdc, tnt4508658hdmb, tnt4508658hdxt, tnt4508658hdz, tnt4508658sdc, tnt4508660hdbd, tnt4508660hdbl, tnt4508660hdmb, tnt4508660hdxt, tnt4508660hdz, tnt4508660hdzb, tnt4508660sdc","heavy-duty-front-idler-fi6698048, heavy-duty-front-idler-fi6732902, heavy-duty-front-idler-fi7276595, heavy-duty-front-idler-fi7355129, heavy-duty-rear-idler-rr6698049, heavy-duty-rear-idler-rr7276596, heavy-duty-sprocket-sp7165109, heavy-duty-sprocket-sp7196807, heavy-duty-sprocket-sp7227421, heavy-duty-track-roller-tr6698047, heavy-duty-track-roller-tr7323310"
boxer-118,MERGE,180x72x36,,180x72x36-rubber-track-directional,
boxer-320,MERGE,180x72x36,,180x72x36-rubber-track-directional,
boxer-322d,MERGE,180x72x36,,180x72x36-rubber-track-directional,
boxer-400,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
boxer-427,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
boxer-526dx,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
boxer-530dx,MERGE,230x72x39,,"180x72x39-rubber-tracks, 230x72x39-rubber-track-c-block, bs1807239cxd, tnt1807239hd",
boxer-532dx,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
boxer-brute-trx,MERGE,230x72x39,,230x72x39-rubber-track-c-block,
case-15,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-15maxi,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-16,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-16maxi,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-16rtn,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-420ct,MERGE,320x86Bx50,,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-440ct,MERGE,400x86Bx50,,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-445ct,MERGE,450x86Bx55,,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-450ct,MERGE,450x86Bx55,,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-ck16,MERGE,320x86x48,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-ck28,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, heavy-duty-carrier-roller-crpv64d00001f1"
case-ck32,MERGE,320x86x52,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l, tnt32086t52hdbl, tnt32086t52hdc, tnt32086t52hdmb, tnt32086t52hdzb",bo101-300
case-ck50,MERGE,400x72.5Kx74,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
case-ck52,MERGE,400x72.5Kx74,,"400x72-5x72-rubber-track-directional, bs400725w72xd, st135-53-80-400-38l, tnt400725w72xd","bo135-400, ct135-51-72-400"
case-ck62,MERGE,400x72.5Wx76,,400x72-5wx76-rubber-track-directional,"bo154-450, co154-450"
case-cx14,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx14-zts,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx15,MERGE,230x96x31,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-cx15stc,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx15str,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx16,MERGE,230x48x70,,"230x48x62-rubber-track-directional, t230x96x31nk",
case-cx16-2001,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx16b,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx17b,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx17c,MERGE,230x48x70,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx17c-hero.webp,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx18b,MERGE,230x48x70,,"230x48x70-rubber-track-directional, bs2304870xd",
case-cx20b,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,"bo101-300, heavy-duty-track-roller-tr4340535"
case-cx22b,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,"bo101-300, heavy-duty-track-roller-tr4340535"
case-cx25,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,bo101-300
case-cx26,MERGE,300x52.5Nx76,,300x52-5nx76-rubber-track-directional,
case-cx26c,MERGE,300x52.5Nx78,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx26c-hero.webp,300x52-5nx78-rubber-track-directional,
case-cx27b,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l","bo101-300, heavy-duty-carrier-roller-crpv64d00001f1, heavy-duty-track-roller-tr4340535"
case-cx28,MERGE,300x52.5Nx78,,"300x52-5x78-rubber-track-directional, bs300525w78xd","bo101-300, bo101-350"
case-cx30,MERGE,300x52.5Nx80,,"300x52-5nx80-rubber-track-directional, bs300525n80xd, st101-35-57-300-41l",
case-cx30c,MERGE,300x52.5Nx80,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx30c-hero.webp,,
case-cx33c,MERGE,300x52.5x86,,"300x52-5x86-rubber-track-mx, bs30052586rsxd, tnt300525n86hd",heavy-duty-sprocket-sp6813372
case-cx35,MERGE,300x52.5x86,,"300x52-5wx84-rubber-track-directional, 350x52-5wx86-rubber-track-directional, bs300525w86xd, bs35052586xd, st101-45-67-300-45l, st101-45-67-350-45l","bo101-300, bo101-350, heavy-duty-carrier-roller-crpv64d00001f1"
case-cx36,MERGE,300x52.5Kx88,,300x52-5kx88-rubber-track-directional,"bo101-300, heavy-duty-carrier-roller-crpw64d01017f2, heavy-duty-sprocket-sppw53d01001p1"
case-cx36b,MERGE,300x52.5Kx88,,300x52-5kx88-rubber-track-directional,"bo101-300, heavy-duty-carrier-roller-crpv64d00001f1, heavy-duty-front-idler-fipx52d00028f1, heavy-duty-sprocket-sppv51d01001p1, heavy-duty-sprocket-sppw53d01001p1, heavy-duty-track-roller-tr4340535"
case-cx37c,MERGE,300x52.5x86,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx37c-hero.webp,300x52-5x86-rubber-track-mx,"bo101-300, heavy-duty-sprocket-sp6813372"
case-cx47,MERGE,400x72.5Kx74,,"400x74x72-rubber-track-directional, bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd",heavy-duty-carrier-roller-cryt64d01001f1
case-cx50,MERGE,400x72.5Kx74,,"400x74x72-rubber-track-directional, bs400725n74xd, tnt400725n74hd",
case-cx50b,MERGE,400x72.5Kx74,,"400x74x72-rubber-track-directional, bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, tnt400725n74hd","bo135-400, heavy-duty-carrier-roller-cryt64d01001f1, heavy-duty-track-roller-trpy64d00002f3"
case-cx55b,MERGE,400x72.5Kx74,,"400x72-5kx74-rubber-track-directional, bs400725n74xd, ht135-41-64-400-39l, st135-41-64-400-39l, st135-53-80-400-39l, tnt400725n74hd","bo135-400, ct135-51-72-400, heavy-duty-carrier-roller-crps64d01001f1, heavy-duty-carrier-roller-cryt64d01001f1"
case-cx57c,MERGE,400x72.5Wx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx57c-hero.webp,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l",
case-cx60c,MERGE,400x72.5Wx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx60c-hero.webp,"400x72-5wx76-rubber-track-directional, st135-53-80-400-40l","bo135-400, ct135-51-72-400"
case-cx75sr,MERGE,450x81Nx76,,"ht154-45-73-450-40l, st154-45-73-450-40l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450"
case-cx80c,MERGE,450x81Nx76,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-cx80c-hero.webp,"450x81x76-rubber-track-directional, ht154-45-73-450-39l, st154-45-73-450-39l, tnt45081n76hd","bo154-450, co154-450, ct154-45-73-450"
case-tr270,MERGE,320x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tr270-hero.webp,"320x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tr270b,MERGE,320x86Bx50,,"320x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tr310,MERGE,400x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tr310-hero.webp,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tr310b,MERGE,320x86Bx50,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tr310b-hero.webp,"320x86x50-rubber-track-c-block, 400x86x50-rubber-track-c-block, bs3208650bxd, bs3208650cxd, bs3208650mbxd, bs4008650bxd, bs4008650cxd, tnt3208650hdbd, tnt3208650hdbl, tnt3208650hdmb, tnt3208650hdxt, tnt3208650hdz, tnt3208650hdzb, tnt3208650sdc, tnt4008650hdbl, tnt4008650hdmb, tnt4008650hdtb, tnt4008650hdz, tnt4008650hdzb","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tr320,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tr320-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tr340,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tr340-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tr340b,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tr340b-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tv370,MERGE,450x86Bx55,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/case-skid-steer-hero.webp?v=1773971451,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tv370b,MERGE,450x86Bx55,,"450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tv380,MERGE,450x86Bx55,https://tcykyktvdlsbscrsbjyt.supabase.co/storage/v1/object/public/machine-images/case-tv380-hero.webp,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
case-tv450,MERGE,450x86Bx55,https://cdn.shopify.com/s/files/1/0952/1977/7823/files/case-skid-steer-hero.webp?v=1773971451,"400x86x55-rubber-track-c-block, 400x86x55-rubber-track-multi-bar, 400x86x55-rubber-track-zig-zag, 450x86x55-rubber-track-c-block, bs4508655bxd, bs4508655cxd, bs4508655mbxd, bs4508655vxd, tnt4008655hdbl, tnt4508655hdbd, tnt4508655hdbl, tnt4508655hdmb, tnt4508655hdxt, tnt4508655hdz, tnt4508655hdzb, tnt4508655sdc","heavy-duty-front-idler-fi87535298, heavy-duty-front-idler-fica1379, heavy-duty-rear-idler-rr87535299, heavy-duty-sprocket-sp87460888, heavy-duty-track-roller-tr87535297"
