handle,machine_id,brand,model,primary_track_size,publish_status,hero,track_count,uc_count,approved_sizes,shopify_exists,status,issues
volvo-ec30,mdl_volvo_ec30,Volvo,EC30,300x52.5Nx78,ready,no,2,4,2,unknown,review,missing_hero
volvo-ec-30b,mdl_volvo_ec30b,Volvo,EC30B,300x52.5Nx78,ready,no,2,2,2,unknown,review,missing_hero
volvo-ec-30x,mdl_volvo_ec30x,Volvo,EC30X,300x52.5Nx78,ready,no,2,2,2,unknown,review,missing_hero
volvo-ec-35,mdl_volvo_ec35,Volvo,EC35,300x52.5Nx84,ready,no,2,4,2,unknown,review,missing_hero
volvo-ec35c,mdl_volvo_ec35c,Volvo,EC35C,300x52.5Nx84,ready,no,2,3,2,unknown,review,missing_hero
volvo-ec35d,mdl_volvo_ec35d,Volvo,EC35D,300x52.5Nx84,ready,yes,2,3,2,unknown,pass,
volvo-ec55,mdl_volvo_ec55,Volvo,EC55,400x72.5Kx74,ready,no,4,1,3,unknown,review,missing_hero
volvo-ec55b,mdl_volvo_ec55b,Volvo,EC55B,400x72.5Kx74,ready,no,3,3,3,unknown,review,missing_hero
volvo-ec55c,mdl_volvo_ec55c,Volvo,EC55C,400x72.5Kx74,ready,yes,4,0,3,unknown,pass,
volvo-ec55d,mdl_volvo_ec55d,Volvo,EC55D,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
volvo-ecr25d,mdl_volvo_ecr25d,Volvo,ECR25D,300x52.5Nx78,blocked,yes,0,0,2,unknown,fail,blocked;no_products
volvo-ecr28,mdl_volvo_ecr28,Volvo,ECR28,300x52.5Nx78,ready,no,2,3,2,unknown,review,missing_hero
volvo-ecr38,mdl_volvo_ecr38,Volvo,ECR38,300x52.5Nx84,ready,no,2,2,2,unknown,review,missing_hero
volvo-ecr40,mdl_volvo_ecr40,Volvo,ECR40,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
volvo-ecr48,mdl_volvo_ecr48,Volvo,ECR48,400x72.5Kx72,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
volvo-ecr48c,mdl_volvo_ecr48c,Volvo,ECR48C,400x72.5Kx72,ready,no,4,0,3,unknown,review,missing_hero
volvo-ecr50,mdl_volvo_ecr50,Volvo,ECR50,400x72.5Kx74,blocked,no,0,0,3,unknown,fail,blocked;missing_hero;no_products
volvo-ecr-50d,mdl_volvo_ecr50d,Volvo,ECR50D,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
volvo-ecr55d,mdl_volvo_ecr55d,Volvo,ECR55D,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
volvo-ecr58,mdl_volvo_ecr58,Volvo,ECR58,400x72.5Kx74,ready,no,3,3,3,unknown,review,missing_hero
volvo-ecr58d,mdl_volvo_ecr58d,Volvo,ECR58D,400x72.5Kx74,ready,yes,4,1,3,unknown,pass,
volvo-ecr88,mdl_volvo_ecr88,Volvo,ECR88,450x81Nx76,ready,no,4,3,2,unknown,review,missing_hero
volvo-ecr88d,mdl_volvo_ecr88d,Volvo,ECR88D,450x81Nx76,ready,yes,1,0,2,unknown,pass,
volvo-mct110c,mdl_volvo_mct110c,Volvo,MCT110C,450x86Bx56,ready,no,15,2,1,unknown,review,missing_hero
volvo-mct125c,mdl_volvo_mct125c,Volvo,MCT125C,450x86Bx56,ready,yes,13,2,1,unknown,pass,
volvo-mct135c,mdl_volvo_mct135c,Volvo,MCT135C,450x86Bx56,ready,yes,13,2,1,unknown,pass,
volvo-mct145,mdl_volvo_mct145,Volvo,MCT145,450x86Bx56,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
volvo-mct145c,mdl_volvo_mct145c,Volvo,MCT145C,450x86Bx56,ready,yes,13,2,1,unknown,pass,
volvo-mct85c,mdl_volvo_mct85c,Volvo,MCT85C,320x86Bx50,ready,no,11,2,2,unknown,review,missing_hero
wacker-neuson-1101cp,mdl_wacker_neuson_1101cp,Wacker Neuson,1101CP,450x86Bx56,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
wacker-neuson-3503,mdl_wacker_neuson_3503,Wacker Neuson,3503,300x52.5Nx84,ready,no,2,1,2,unknown,review,missing_hero
wacker-neuson-5002,mdl_wacker_neuson_5002,Wacker Neuson,5002,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
wacker-neuson-50z-3,mdl_wacker_neuson_50z3,Wacker Neuson,50Z3,400x72.5Kx74,ready,no,2,2,3,unknown,review,missing_hero
wacker-neuson-6003,mdl_wacker_neuson_6003,Wacker Neuson,6003,400x72.5Kx74,ready,no,3,2,3,unknown,review,missing_hero
wacker-neuson-ez17,mdl_wacker_neuson_ez17,Wacker Neuson,EZ17,230x48x72,ready,yes,2,0,1,unknown,pass,
wacker-neuson-ez38,mdl_wacker_neuson_ez38,Wacker Neuson,EZ38,300x52.5Nx84,ready,no,2,0,2,unknown,review,missing_hero
wacker-neuson-ez50,mdl_wacker_neuson_ez50,Wacker Neuson,EZ50,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
wacker-neuson-ez53,mdl_wacker_neuson_ez53,Wacker Neuson,EZ53,400x72.5Kx74,ready,no,4,0,3,unknown,review,missing_hero
wacker-neuson-st28,mdl_wacker_neuson_st28,Wacker Neuson,ST28,320x86x52,ready,no,23,1,2,unknown,review,missing_hero
wacker-neuson-st31,mdl_wacker_neuson_st31,Wacker Neuson,ST31,320x86x52,ready,yes,23,1,2,unknown,pass,
wacker-neuson-st35,mdl_wacker_neuson_st35,Wacker Neuson,ST35,450x86Bx56,ready,no,13,2,1,unknown,review,missing_hero
wacker-neuson-st40,mdl_wacker_neuson_st40,Wacker Neuson,ST40,450x86Bx58,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
wacker-neuson-st45,mdl_wacker_neuson_st45,Wacker Neuson,ST45,450x86Bx56,ready,yes,13,2,2,unknown,pass,
wacker-neuson-st50,mdl_wacker_neuson_st50,Wacker Neuson,ST50,450x86Bx58,ready,yes,13,2,1,unknown,pass,
yanmar-b3-u,mdl_yanmar_b3u,Yanmar,B3U,300x52.5Nx84,blocked,no,0,0,2,unknown,fail,blocked;missing_hero;no_products
yanmar-t210,mdl_yanmar_t_210,Yanmar,T-210,450x86Bx56,blocked,yes,0,0,1,unknown,fail,blocked;no_products
yanmar-t175,mdl_yanmar_t175,Yanmar,T175,320x86Bx54,ready,no,2,3,1,unknown,review,missing_hero
yanmar-vio-30-1-offset-type,mdl_yanmar_vio_30_1,Yanmar,VIO 30-1,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-30-2-offset-type,mdl_yanmar_vio_30_2,Yanmar,VIO 30-2,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-30-3s-offset-type,mdl_yanmar_vio_30_3s,Yanmar,VIO 30-3S,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-30v-offset-type,mdl_yanmar_vio_30v,Yanmar,VIO 30V,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-33-offset-type,mdl_yanmar_vio_33,Yanmar,VIO 33,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-35-offset-type,mdl_yanmar_vio_35,Yanmar,VIO 35,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-35-1-offset-type,mdl_yanmar_vio_35_1,Yanmar,VIO 35-1,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-35-2-offset-type,mdl_yanmar_vio_35_2,Yanmar,VIO 35-2,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-35-3-offset-type,mdl_yanmar_vio_35_3,Yanmar,VIO 35-3,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-35-5-offset-type,mdl_yanmar_vio_35_5,Yanmar,VIO 35-5,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-35cr-offset-type,mdl_yanmar_vio_35cr,Yanmar,VIO 35CR,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-38-offset-type,mdl_yanmar_vio_38,Yanmar,VIO 38,300x55.5x82,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-40-offset-type,mdl_yanmar_vio_40,Yanmar,VIO 40,400x75.5x74,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-50-3-offset-type,mdl_yanmar_vio_50_3,Yanmar,VIO 50-3,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-55-cr-offset-type,mdl_yanmar_vio_55_cr,Yanmar,VIO 55 CR,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-57u-offset-type,mdl_yanmar_vio_57u,Yanmar,VIO 57U,400x75.5x74,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
yanmar-vio-45v-offset-type,mdl_yanmar_vio_45_v,Yanmar,VIO-45-V,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-50v-offset-type,mdl_yanmar_vio_50_v,Yanmar,VIO-50-V,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-27-2-offset-type,mdl_yanmar_vio27_2,Yanmar,VIO27-2,,partial,no,0,2,0,unknown,review,missing_hero;missing_primary_track_size
yanmar-vio-27-3-offset-type,mdl_yanmar_vio27_3,Yanmar,VIO27-3,,partial,no,0,2,0,unknown,review,missing_hero;missing_primary_track_size
yanmar-vio-27-5-offset-type,mdl_yanmar_vio27_5,Yanmar,VIO27-5,,partial,no,0,1,0,unknown,review,missing_hero;missing_primary_track_size
yanmar-vio-35-6a,mdl_yanmar_vio35_6a,Yanmar,VIO35 6A,300x52.5Kx88,ready,no,2,2,0,unknown,review,missing_hero
yanmar-vio-40-1-offset-type,mdl_yanmar_vio40_1,Yanmar,VIO40-1,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-40-2-offset-type,mdl_yanmar_vio40_2,Yanmar,VIO40-2,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-40v-offset-type,mdl_yanmar_vio40v,Yanmar,VIO40V,400x75.5x74,ready,no,1,0,1,unknown,review,missing_hero
yanmar-vio-45-offset-type,mdl_yanmar_vio45,Yanmar,VIO45,400x75.5x74,ready,no,2,0,1,unknown,review,missing_hero
yanmar-vio-45-5-offset-type,mdl_yanmar_vio45_5,Yanmar,VIO45-5,400x75.5x74,ready,no,2,0,1,unknown,review,missing_hero
yanmar-vio45-6a,mdl_yanmar_vio456a,Yanmar,VIO456A,400x72.5Wx76,ready,no,2,0,1,unknown,review,missing_hero
yanmar-vio-45-cr-offset-type,mdl_yanmar_vio45cr,Yanmar,VIO45CR,400x75.5x74,ready,no,2,0,1,unknown,review,missing_hero
yanmar-vio-50-1-offset-type,mdl_yanmar_vio50_1,Yanmar,VIO50-1,400x75.5x74,ready,no,2,2,1,unknown,review,missing_hero
yanmar-vio-50-2-offset-type,mdl_yanmar_vio50_2,Yanmar,VIO50-2,400x75.5x74,ready,no,2,2,1,unknown,review,missing_hero
yanmar-vio-55-offset-type,mdl_yanmar_vio55,Yanmar,VIO55,400x75.5x74,ready,no,1,2,1,unknown,review,missing_hero
yanmar-vio-55-5-offset-type,mdl_yanmar_vio55_5,Yanmar,VIO55 5,400x75.5x74,ready,no,1,2,1,unknown,review,missing_hero
yanmar-vio-55-6a,mdl_yanmar_vio55_6a,Yanmar,VIO55-6A,400x72.5Wx76,blocked,no,0,0,1,unknown,fail,blocked;missing_hero;no_products
